ticket_id,subject,priority,status,created_date,created_at
TKT-1923,Mouse/Keyboard Malfunction,Low,Resolved,2024-12-16,2024-12-16 06:11:33
TKT-1924,Password Reset Request,Low,In Progress,2025-07-15,2025-07-15 09:49:07
TKT-1925,Wi-Fi Access Issue,Critical,Open,2025-08-30,2025-08-30 19:05:39
TKT-1926,Wi-Fi Access Issue,Medium,Pending User Action,2025-08-13,2025-08-13 18:30:26
TKT-1927,Monitor Display Issue,High,Resolved,2025-08-05,2025-08-05 01:52:53
TKT-1928,Printer Jammed,High,Closed,2025-05-29,2025-05-29 08:51:12
TKT-1929,VPN Connection Failed,High,Resolved,2025-02-05,2025-02-05 15:11:46
TKT-1930,Laptop Screen Flickering,Medium,Open,2025-02-15,2025-02-15 09:23:16
TKT-1931,Printer Jammed,Critical,Open,2025-03-14,2025-03-14 04:49:20
TKT-1932,Access to Shared Drive Denied,High,Pending User Action,2025-10-08,2025-10-08 16:57:26
TKT-1933,Wi-Fi Access Issue,Low,Open,2025-05-20,2025-05-20 06:56:17
TKT-1934,VPN Connection Failed,Medium,Open,2025-12-03,2025-12-03 04:54:10
TKT-1935,Blue Screen Error,Medium,Resolved,2025-07-16,2025-07-16 20:15:00
TKT-1936,Blue Screen Error,Critical,Pending User Action,2025-06-17,2025-06-17 06:42:01
TKT-1937,Wi-Fi Access Issue,Critical,Resolved,2025-11-12,2025-11-12 06:48:04
TKT-1938,Software Installation Request,High,Pending User Action,2025-03-08,2025-03-08 19:40:47
TKT-1939,Monitor Display Issue,High,Pending User Action,2024-12-28,2024-12-28 11:13:37
TKT-1940,Mouse/Keyboard Malfunction,Critical,Closed,2025-06-30,2025-06-30 15:35:28
TKT-1941,Wi-Fi Access Issue,Medium,Closed,2025-11-17,2025-11-17 08:24:15
TKT-1942,Monitor Display Issue,Medium,In Progress,2025-04-18,2025-04-18 09:28:57
TKT-1943,Email Not Syncing,Critical,Closed,2025-07-09,2025-07-09 17:33:32
TKT-1944,Access to Shared Drive Denied,Medium,Closed,2025-04-27,2025-04-27 04:08:12
TKT-1945,Software Installation Request,Critical,Closed,2025-11-12,2025-11-12 03:36:41
TKT-1946,VPN Connection Failed,Medium,Closed,2025-11-03,2025-11-03 18:28:34
TKT-1947,Printer Jammed,Low,Open,2025-03-10,2025-03-10 13:54:35
TKT-1948,Printer Jammed,Low,Closed,2025-07-22,2025-07-22 04:38:45
TKT-1949,Laptop Screen Flickering,High,Closed,2025-07-21,2025-07-21 02:17:15
TKT-1950,Wi-Fi Access Issue,Medium,Resolved,2025-01-14,2025-01-14 22:07:34
TKT-1951,Access to Shared Drive Denied,Medium,Open,2025-08-11,2025-08-11 02:11:52
TKT-1952,System Slow Performance,Low,Resolved,2025-11-22,2025-11-22 11:54:52
TKT-1953,Printer Jammed,Medium,Closed,2025-12-05,2025-12-05 11:07:57
TKT-1954,Wi-Fi Access Issue,High,Closed,2025-08-03,2025-08-03 07:15:26
TKT-1955,Printer Jammed,Low,Open,2025-07-08,2025-07-08 10:26:08
TKT-1956,System Slow Performance,Medium,Open,2025-07-03,2025-07-03 23:05:58
TKT-1957,Email Not Syncing,Critical,In Progress,2025-02-06,2025-02-06 18:27:29
TKT-1958,VPN Connection Failed,Low,In Progress,2025-10-14,2025-10-14 11:49:14
TKT-1959,Password Reset Request,Medium,Closed,2025-02-11,2025-02-11 13:33:00
TKT-1960,Mouse/Keyboard Malfunction,Medium,Pending User Action,2024-12-16,2024-12-16 05:53:35
TKT-1961,Password Reset Request,High,Resolved,2025-11-21,2025-11-21 06:43:57
TKT-1962,Wi-Fi Access Issue,Critical,Closed,2025-08-21,2025-08-21 07:52:12
TKT-1963,Wi-Fi Access Issue,Medium,Resolved,2024-12-23,2024-12-23 18:57:56
TKT-1964,Email Not Syncing,High,Resolved,2025-10-02,2025-10-02 02:33:28
TKT-1965,Software Installation Request,Low,Pending User Action,2025-08-09,2025-08-09 20:52:53
TKT-1966,Software Installation Request,Low,Open,2025-03-06,2025-03-06 10:19:05
TKT-1967,Monitor Display Issue,Critical,Open,2025-03-15,2025-03-15 23:39:13
TKT-1968,Mouse/Keyboard Malfunction,High,Resolved,2025-05-19,2025-05-19 06:31:40
TKT-1969,System Slow Performance,High,In Progress,2025-09-19,2025-09-19 00:21:34
TKT-1970,Wi-Fi Access Issue,Low,Pending User Action,2025-09-26,2025-09-26 18:02:07
TKT-1971,Monitor Display Issue,Critical,Resolved,2025-05-25,2025-05-25 19:44:01
TKT-1972,Software Installation Request,Critical,Closed,2025-02-25,2025-02-25 15:33:18
TKT-1973,Access to Shared Drive Denied,Critical,In Progress,2025-09-04,2025-09-04 09:33:55
TKT-1974,Blue Screen Error,Low,Pending User Action,2025-06-20,2025-06-20 11:24:52
TKT-1975,VPN Connection Failed,Critical,Open,2025-03-18,2025-03-18 11:41:11
TKT-1976,Wi-Fi Access Issue,Low,Resolved,2025-09-21,2025-09-21 11:58:24
TKT-1977,Software Installation Request,Low,Pending User Action,2025-06-20,2025-06-20 11:08:06
TKT-1978,Wi-Fi Access Issue,Critical,Open,2025-01-06,2025-01-06 03:38:39
TKT-1979,Printer Jammed,Low,Closed,2025-06-26,2025-06-26 07:24:00
TKT-1980,Monitor Display Issue,Medium,Pending User Action,2025-05-20,2025-05-20 08:31:17
TKT-1981,Monitor Display Issue,Critical,Pending User Action,2025-10-03,2025-10-03 11:03:32
TKT-1982,Password Reset Request,Low,Open,2025-12-09,2025-12-09 19:30:33
TKT-1983,Laptop Screen Flickering,High,Open,2025-07-31,2025-07-31 18:39:30
TKT-1984,Blue Screen Error,Medium,Closed,2025-06-27,2025-06-27 16:32:45
TKT-1985,Email Not Syncing,Critical,Closed,2025-01-24,2025-01-24 10:12:48
TKT-1986,Email Not Syncing,Low,Open,2025-07-20,2025-07-20 22:16:39
TKT-1987,Wi-Fi Access Issue,Low,Pending User Action,2025-05-29,2025-05-29 09:40:06
TKT-1988,Blue Screen Error,High,Resolved,2025-11-28,2025-11-28 05:01:40
TKT-1989,Monitor Display Issue,Critical,Open,2025-02-20,2025-02-20 19:18:28
TKT-1990,Wi-Fi Access Issue,Low,Resolved,2024-12-19,2024-12-19 09:36:00
TKT-1991,System Slow Performance,Critical,In Progress,2025-01-10,2025-01-10 06:05:40
TKT-1992,Software Installation Request,Critical,Resolved,2025-04-30,2025-04-30 18:42:26
TKT-1993,Mouse/Keyboard Malfunction,Low,Open,2025-10-18,2025-10-18 02:38:08
TKT-1994,Printer Jammed,High,Open,2025-11-16,2025-11-16 11:44:43
TKT-1995,Software Installation Request,Critical,Pending User Action,2025-01-12,2025-01-12 02:30:55
TKT-1996,Email Not Syncing,Critical,Open,2025-02-06,2025-02-06 10:12:43
TKT-1997,VPN Connection Failed,Critical,Open,2025-04-05,2025-04-05 04:54:14
TKT-1998,Software Installation Request,Low,Open,2025-03-08,2025-03-08 22:09:33
TKT-1999,Password Reset Request,Critical,Open,2025-02-21,2025-02-21 11:21:14
